id	title	link	price	description	condition	gtin	brand	mpn	image_link	product_type	availability	quantity	shipping	TVA	feature	online_only	manufacturer	expiration_date	shipping_weight	genre	featured_product	color	size	year	author	edition
490-532	 déodorant au citrus [weleda] volume - 100 ml	http://www.lilibio.com/femme/490-deodorant-au-citrus.html	8.5	Effet rafraîchaissant.	new				http://www.lilibio.com/img/p/490-615-large.jpg	Déodorant>Pour Elle	in stock	4	:::5.9			y	Weleda		0		n					
500-542	 déodorant à la sauge [weleda] volume - 100 ml	http://www.lilibio.com/femme/500-deodorant-a-la-sauge.html	8.5	Le geste fraîcheur au naturel.	new				http://www.lilibio.com/img/p/500-625-large.jpg	Déodorant>Pour Elle	in stock	3	:::5.9			y	Weleda		0		n					
570-611	 déodorant spray à l'alun [melvita] volume - 50 ml	http://www.lilibio.com/femme/570-deodorant-spray-a-l-alun.html	11.9	 Alun, rose, menthe -                         Sans chlorohydrate d'aluminium.	new				http://www.lilibio.com/img/p/570-705-large.jpg	Déodorant>Pour Elle	in stock	4	:::5.9			y	Melvita		0		n					
618-658	 pierre d'alun de potassium taillée [allo'nature] poids - 150g	http://www.lilibio.com/femme/618-pierre-d-alun-de-potassium-taillee.html	11.9	Rien n'est aussi agréable qu'une peau sans odeur désagréable.	new				http://www.lilibio.com/img/p/618-759-large.jpg	Déodorant>Pour Elle	in stock	10	:::5.9			y	Allo'nature		0		n					
869-953	 déo stick d'alun de potassium [allo'nature] poids - 100g	http://www.lilibio.com/femme/869-deo-stick-d-alun-de-potassium.html	11.9	Il ôte toutes les odeurs désagréables sans arrêter la transpiration.	new				http://www.lilibio.com/img/p/869-1118-large.jpg	Déodorant>Pour Elle	in stock	5	:::5.9			y	Allo'nature		0		n					
870-952	 déodorant stick d'alun de potassium [allo'nature] poids - 75g	http://www.lilibio.com/femme/870-deodorant-.html	11.4	Idéal pour les peaux très sensibles.	new				http://www.lilibio.com/img/p/870-1119-large.jpg	Déodorant>Pour Elle	in stock	9	:::5.9			y	Allo'nature		0		n					
900-988	 déodorant spray santal-jasmin [néobio] volume - 150 ml	http://www.lilibio.com/femme/900-deodorant-spray-santal-jasmin.html	10.9	Rafraîchissant et sensuel....	new				http://www.lilibio.com/img/p/900-1165-large.jpg	Déodorant>Pour Elle	in stock	4	:::5.9			y	Néobio		0		n					
60-93	 safe control [cattier] volume - 100 ml	http://www.lilibio.com/pour-lui/60-safe-control.html	5.9	Un déodorant masculin, sans alcool, ni sels d'aluminium, pour un bien-être et une fraîcheur au quotidien.	new				http://www.lilibio.com/img/p/60-123-large.jpg	Déodorant>Pour Lui	in stock	5	:::5.9			y	Cattier		0		n					
132-183	 déodorant bille bio à l'alun de potassium [allo'nature] volume - 50	http://www.lilibio.com/pour-lui/132-deodorant-bille-bio-a-l-alun-de-potassium.html	12.9	Déodorant bio ant-inflammatoire et anti-irritant à la fraîcheur mentholée.	new				http://www.lilibio.com/img/p/132-202-large.jpg	Déodorant>Pour Lui	in stock	3	:::5.9			y	Allo'nature		0		n					
221-277	 déodorant bille [florame] volume - 50 ml	http://www.lilibio.com/pour-lui/221-deodorant-bille.html	9.9	Sans alcool et sans sels d'aluminium.	new				http://www.lilibio.com/img/p/221-322-large.jpg	Déodorant>Pour Lui	in stock	1	:::5.9			y	Florame		0		n					
551-592	 déodorant bille homme [melvita] volume - 50 ml	http://www.lilibio.com/pour-lui/551-deodorant-bille-homme.html	12.5	Sans sels d'aluminium.	new				http://www.lilibio.com/img/p/551-681-large.jpg	Déodorant>Pour Lui	in stock	2	:::5.9			y	Melvita		0		n					
90-139	 bain moussant sans savon [cattier] volume - 500 ml	http://www.lilibio.com/bain-moussant/90-bain-moussant-sans-savon.html	9.5	Le moussant idéal pour toute la famille ! Il nourrit et adoucit Corps et Cheveux.	new				http://www.lilibio.com/img/p/90-169-large.jpg	Bain et douche>Bain moussant	in stock	1	:::5.9			y	Cattier		0		n					
574-913	 bain relaxant [melvita] volume - 200 ml	http://www.lilibio.com/bain-moussant/574-bain-relaxant.html	9.5	 Myrte, marjolaine, girofle -                         Relaxant.	new				http://www.lilibio.com/img/p/574-709-large.jpg	Bain et douche>Bain moussant	in stock	2	:::5.9			y	Melvita		0		n					
575-616	 bain stimulant [melvita] volume - 200 ml	http://www.lilibio.com/bain-moussant/575-bain-stimulant.html	9.5	 Eucalyptus, géranium, pamplemousse -                         Stimulant.	new				http://www.lilibio.com/img/p/575-710-large.jpg	Bain et douche>Bain moussant	in stock	5	:::5.9			y	Melvita		0		n					
576-617	 bain moussant base neutre [melvita] volume - 500 ml	http://www.lilibio.com/bain-moussant/576-bain-moussant-base-neutre.html	7.9	Sans parfum. Composé autour d’eau florale de tilleul.	new				http://www.lilibio.com/img/p/576-711-large.jpg	Bain et douche>Bain moussant	in stock	1	:::5.9			y	Melvita		0		n					
105-156	 dentargile-anti tartre [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/105-dentargile-anti-tartre.html	5.1	Enrichi en Argile et huile essentielle d'Anis pour prévenir la formation de tartre, des dents saines et des gencives tonifiées.	new				http://www.lilibio.com/img/p/105-188-large.jpg	Buccodentaire>Dentifrice	in stock	4	:::5.9			y	Cattier		0		n					
106-157	 dentargile-gencives irritées [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/106-dentargile-gencives-irritees.html	5.1	Enrichi en Argile et huile  essentielle de Citron pour soulager et protéger les gencives irrités,  des dents saines et des gencives tonifiées.	new				http://www.lilibio.com/img/p/106-187-large.jpg	Buccodentaire>Dentifrice	in stock	2	:::5.9			y	Cattier		0		n					
107-158	 dentargile-anti age et protection [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/107-dentargile-anti-age-et-protection.html	5.1	Enrichi en Argile et huile essentielle de Romarin pour fortifier les dents.	new				http://www.lilibio.com/img/p/107-189-large.jpg	Buccodentaire>Dentifrice	in stock	5	:::5.9			y	Cattier		0		n					
108-159	 dentargile-protection des gencives [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/108-dentargile-protection-des-gencives.html	5.1	Enrichi en Argile et en Propolis pour protéger et calmer les gencives fragiles et les saignement.	new				http://www.lilibio.com/img/p/108-190-large.jpg	Buccodentaire>Dentifrice	in stock	8	:::5.9			y	Cattier		0		n					
109-160	 dentargile-argile verte [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/109-dentargile-argile-verte.html	5.1	Enrichi en Argile Verte pour des dents saines, reminéralisées et des gencives tonifiées.	new				http://www.lilibio.com/img/p/109-191-large.jpg	Buccodentaire>Dentifrice	in stock	6	:::5.9			y	Cattier		0		n					
110-161	 dentargile-rafraîchissant [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/110-dentargile-rafraichissant.html	5.1	Enrichi en Argile et huile essentielle de Menthe pour une haleine fraîche, des dents saines et des gencives tonifiées.	new				http://www.lilibio.com/img/p/110-192-large.jpg	Buccodentaire>Dentifrice	in stock	7	:::5.9			y	Cattier		0		n					
111-162	 dentargile-gencives douloureuses [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/111-dentargile-gencives-douloureuses.html	5.1	Enrichi en Argile et huile essentielle de Sauge pour des dents saines et calmer les gencives douloureuses.	new				http://www.lilibio.com/img/p/111-193-large.jpg	Buccodentaire>Dentifrice	in stock	8	:::5.9			y	Cattier		0		n					
112-163	 eridène-gencives sensibles [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/112-eridene-gencives-sensibles.html	5.9	Un dentifrice doux pour les dents, les blanchit et raffermit les gencives.	new				http://www.lilibio.com/img/p/112-194-large.jpg	Buccodentaire>Dentifrice	in stock	5	:::5.9			y	Cattier		0		n					
113-164	 eridène-haleine fraîche [cattier] volume - 75 ml	http://www.lilibio.com/dentifrice/113-eridene-haleine-fraiche.html	5.9	Un dentifrice doux pour les dents, les blanchit et rafraîchit l'haleine	new				http://www.lilibio.com/img/p/113-195-large.jpg	Buccodentaire>Dentifrice	in stock	7	:::5.9			y	Cattier		0		n					
520-564	 pâte dentifrice saline [weleda] volume - 75 ml	http://www.lilibio.com/dentifrice/520-pate-dentifrice-saline.html	4.4	Prévient la formation du tartre.	new				http://www.lilibio.com/img/p/520-647-large.jpg	Buccodentaire>Dentifrice	in stock	3	:::5.9			y	Weleda		0		n					
521-565	 pâte dentifrice au ratanhia [weleda] volume - 75 ml	http://www.lilibio.com/dentifrice/521-pate-dentifrice-au-ratanhia.html	4.4	Protège et renforce les gencives.	new				http://www.lilibio.com/img/p/521-648-large.jpg	Buccodentaire>Dentifrice	in stock	6	:::5.9			y	Weleda		0		n					
522-566	 gel dentifrice végétal [weleda] volume - 75 ml	http://www.lilibio.com/dentifrice/522-gel-dentifrice-vegetal.html	4.4	Favorise la réduction de la sensibité gingival.	new				http://www.lilibio.com/img/p/522-649-large.jpg	Buccodentaire>Dentifrice	in stock	3	:::5.9			y	Weleda		0		n					
559-600	 dentifrice haleine fraîche [melvita] volume - 75 ml	http://www.lilibio.com/dentifrice/559-dentifrice-haleine-fraiche.html	6.5	 Thé vert, pamplemousse -                         Arôme de menthe bio	new				http://www.lilibio.com/img/p/559-689-large.jpg	Buccodentaire>Dentifrice	in stock	5	:::5.9			y	Melvita		0		n					
560-601	 dentifrice dents blanches [melvita] volume - 75 ml	http://www.lilibio.com/dentifrice/560-dentifrice-dents-blanches.html	6.5	 Argile, bambou, sel -                         Arôme de mandarine bio.	new				http://www.lilibio.com/img/p/560-690-large.jpg	Buccodentaire>Dentifrice	in stock	8	:::5.9			y	Melvita		0		n					
561-602	 dentifrice gencives sensibles [melvita] volume - 75 ml	http://www.lilibio.com/dentifrice/561-dentifrice-gencives-sensibles.html	6.5	 Sauge, girofle, romarin -                         Arôme de badiane bio.	new				http://www.lilibio.com/img/p/561-691-large.jpg	Buccodentaire>Dentifrice	in stock	9	:::5.9			y	Melvita		0		n					
525-569	 bain de bouche à la myrrhe [weleda] volume - 50 ml	http://www.lilibio.com/bain-de-bouche/525-bain-de-bouche-a-la-myrrhe.html	5.9	Purifie et rafraîchit.	new				http://www.lilibio.com/img/p/525-652-large.jpg	Buccodentaire>Bain de bouche	in stock	2	:::5.9			y	Weleda		0		n					
114-165	 argile blanche surfine [cattier] poids - 200g	http://www.lilibio.com/argile-en-poudre-masque/114-argile-blanche-surfine.html	4.9	L'Argile Blanche Surfine la plus douce des argiles, peut s'utiliser pour ses bienfaits sur la peau mais aussi sur l'organisme.	new				http://www.lilibio.com/img/p/114-198-large.jpg	Argile	in stock	3	:::5.9			y	Cattier		0		n					
115-166	 argile verte surfine [cattier] poids - 1kg	http://www.lilibio.com/argile-en-poudre-masque/115-argile-verte-surfine.html	5.9	Grâce à ses multiples propriétés,  l'Argile Verte Surfine peut s'utiliser pour ses  bienfaits sur la peau  mais aussi sur l'organisme.	new				http://www.lilibio.com/img/p/115-197-large.jpg	Argile	in stock	2	:::5.9			y	Cattier		0		n					
143-196	 stick lèvre au karité et huile de sésame [oléanat] poids - 4.5g	http://www.lilibio.com/soin-des-levres/143-stick-levre-au-karite-et-huile-de-sesame.html	4.9	Nourrit , hydrate et surtout protège	new				http://www.lilibio.com/img/p/143-234-large.jpg	Visage>Soin des lèvres	in stock	20	:::5.9			y	Oléanat		0		n					
144-197	 stick lèvre au lait d'anesse [oléanat] poids - 4.5g	http://www.lilibio.com/soin-des-levres/144-stick-levre-au-lait-d-anesse.html	9.9	Toute la douceur du lait d'anesse dans un soin complet pour vos lèvres.	new				http://www.lilibio.com/img/p/144-235-large.jpg	Visage>Soin des lèvres	in stock	12	:::5.9			y	Oléanat		0		n					
239-294	 baume lèvres généreux [florame] volume - 15 ml	http://www.lilibio.com/soin-des-levres/239-baume-levres-genereux.html	9.4	Une nutrition intense et un fini glamour.	new				http://www.lilibio.com/img/p/239-342-large.jpg	Visage>Soin des lèvres	in stock	5	:::5.9			y	Florame		0		n					
246-301	 baume lèvre nutrition intense [florame] poids - 4g	http://www.lilibio.com/soin-des-levres/246-baume-levre-nutrition-intense.html	5.7	LE soin protecteur des lèvres fines et fragiles.	new				http://www.lilibio.com/img/p/246-349-large.jpg	Visage>Soin des lèvres	in stock	17	:::5.9			y	Florame		0		n					
446	 soin lèvre réparateur [phytonature]	http://www.lilibio.com/soin-des-levres/446-soin-levre-reparateur.html	4.9	Vos lèvres sont apaisées et réparées.	new				http://www.lilibio.com/img/p/446-566-large.jpg	Visage>Soin des lèvres	in stock	10	:::5.9			y	Phytonature		0		n					
447	 stick à lèvre nourrissant  [phytonature]	http://www.lilibio.com/soin-des-levres/447-stick-a-levre-nourrissant-.html	4.9	Vos lèvres sont douces, souples et hydratées.	new				http://www.lilibio.com/img/p/447-567-large.jpg	Visage>Soin des lèvres	in stock	8	:::5.9			y	Phytonature		0		n					
448	 stick à lèvre colorés [phytonature]	http://www.lilibio.com/soin-des-levres/448-stick-a-levre-colores.html	4.9	Vos lèvres sont souples, illuminées et hydratées.	new				http://www.lilibio.com/img/p/448-568-large.jpg	Visage>Soin des lèvres	in stock	2	:::5.9			y	Phytonature		0		n					
472-513	 soin des lèvres everon [weleda] poids - 4,8g	http://www.lilibio.com/soin-des-levres/472-soin-des-levres-everon.html	4.9	Soin nourrissant et protecteur.	new				http://www.lilibio.com/img/p/472-594-large.jpg	Visage>Soin des lèvres	in stock	5	:::5.9			y	Weleda		0		n					
637-679	 baume à lèvre au chocolat [marilou bio] volume - 5 ml	http://www.lilibio.com/soin-des-levres/637-baume-a-levre-au-chocolat.html	3.9	De la douceur pour vos lèvres.	new				http://www.lilibio.com/img/p/637-779-large.jpg	Visage>Soin des lèvres	in stock	10	:::5.9			y	Marilou bio		0		n					
638-680	 baume à lèvre fraise [marilou bio] volume - 5 ml	http://www.lilibio.com/soin-des-levres/638-baume-a-levre-fraise.html	3.9	Apaise et permet une bonne hydratation des lèvres.	new				http://www.lilibio.com/img/p/638-780-large.jpg	Visage>Soin des lèvres	in stock	7	:::5.9			y	Marilou bio		0		n					
639-681	 baume à lévre vanille [marilou bio] volume - 5 ml	http://www.lilibio.com/soin-des-levres/639-baume-a-levre-vanille.html	3.9	Apaise et permet une bonne hydratation des lèvres.	new				http://www.lilibio.com/img/p/639-781-large.jpg	Visage>Soin des lèvres	in stock	12	:::5.9			y	Marilou bio		0		n					
640-682	 baume à lévre pêche [marilou bio] volume - 5 ml	http://www.lilibio.com/soin-des-levres/640-baume-a-levre-peche.html	3.9	Apaise et permet une bonne hydratation des lèvres.	new				http://www.lilibio.com/img/p/640-782-large.jpg	Visage>Soin des lèvres	in stock	9	:::5.9			y	Marilou bio		0		n					
682-710	 stick lèvre  [melvita] volume - 4,5ml	http://www.lilibio.com/soin-des-levres/682-stick-levre-.html	5.9	 Karité, argan, cupuaçu -                         Soin protecteur des lèvres.	new				http://www.lilibio.com/img/p/682-828-large.jpg	Visage>Soin des lèvres	in stock	12	:::5.9			y	Melvita		0		n					
806-835	 baume lèvre kiss of ice [néobio] poids - 4.5g	http://www.lilibio.com/soin-des-levres/806-baume-levre-kiss-of-ice.html	4.5	Un effet fraîcheur assuré.	new				http://www.lilibio.com/img/p/806-967-large.jpg	Visage>Soin des lèvres	in stock	9	:::5.9			y	Néobio		0		n					
807-836	 baume lèvre kiss of wild berries [néobio] poids - 4.5g	http://www.lilibio.com/soin-des-levres/807-baume-levre-kiss-of-wild-berries.html	4.5	Pour préserver les lèvres des agressions extérieures.	new				http://www.lilibio.com/img/p/807-966-large.jpg	Visage>Soin des lèvres	in stock	6	:::5.9			y	Néobio		0		n					
809-839	 baume lévre kiss of mango [néobio] poids - 4.5g	http://www.lilibio.com/soin-des-levres/809-baume-levre-kiss-of-mango.html	4.5	Pour hydrater et réparer les lèvres gercées.	new				http://www.lilibio.com/img/p/809-964-large.jpg	Visage>Soin des lèvres	in stock	9	:::5.9			y	Néobio		0		n					
26-60	 baume de diane [les douces angevines] volume - 50 ml	http://www.lilibio.com/soin-du-buste/26-baume-de-diane.html	37.9	Fluide jolis seins, galbe, tonifie, embellit.	new				http://www.lilibio.com/img/p/26-67-large.jpg	Corps>Buste	in stock	3	:::5.9			y	Les douces angevines		0		n					
179-232	 gelée buste repulpante anti-âge [natessance] volume - 100 ml	http://www.lilibio.com/soin-du-buste/179-gelee-buste-repulpante-anti-age.html	25.9	Ce soin retonifie votre décolleté et donne ne effet regalbant à votre poitrine.	new				http://www.lilibio.com/img/p/179-278-large.jpg	Corps>Buste	in stock	6	:::5.9			y	Natessance		0		n					
183-234	 crème teintée lumière d'orient [natessance] type de peaux - peaux 	http://www.lilibio.com/soin-teinte/183-creme-teintee-lumiere-d-orient.html	14.9	Illumine votre teint sans l'alourdir. Effet naturel.	new				http://www.lilibio.com/img/p/183-283-large.jpg	Visage>Soin teinté	in stock	3	:::5.9			y	Natessance		0		n					
183-235	 crème teintée lumière d'orient [natessance] type de peaux - peaux 	http://www.lilibio.com/soin-teinte/183-creme-teintee-lumiere-d-orient.html	14.9	Illumine votre teint sans l'alourdir. Effet naturel.	new				http://www.lilibio.com/img/p/183-282-large.jpg	Visage>Soin teinté	in stock	2	:::5.9			y	Natessance		0		n					
185-238	 fluide embellisseur lumière d'orient lift'argan [natessance] volume 	http://www.lilibio.com/soin-teinte/185-fluide-embellisseur-lumiere-d-orient-lift-argan.html	21.9	Soin réflecteur de lumière, il unifie le teint et rehausse le teint de manière naturelle.	new				http://www.lilibio.com/img/p/185-285-large.jpg	Visage>Soin teinté	in stock	3	:::5.9			y	Natessance		0		n					
444-487	 fluide hydratant bonne mine à l'hibiscus [phytonature] volume - 30 m	http://www.lilibio.com/soin-teinte/444-fluide-hydratant-bonne-mine-a-l-hibiscus.html	16.9	un effet naturel immédiat.	new				http://www.lilibio.com/img/p/444-564-large.jpg	Visage>Soin teinté	in stock	3	:::5.9			y	Phytonature		0		n					
679-705	 crème bonne mine [melvita] volume - 40ml	http://www.lilibio.com/soin-teinte/679-creme-bonne-mine.html	15.2	 Abricot, figue, framboise -                         Ton abricot.	new				http://www.lilibio.com/img/p/679-825-large.jpg	Visage>Soin teinté	in stock	5	:::5.9			y	Melvita		0		n					
680-706	 crème teintée doré [melvita] volume - 40ml	http://www.lilibio.com/soin-teinte/680-creme-teintee-dore.html	15.2	 Rose, riz, coquelicot -                         Hâle doré naturel.	new				http://www.lilibio.com/img/p/680-826-large.jpg	Visage>Soin teinté	in stock	2	:::5.9			y	Melvita		0		n					
218-274	 huile de massage relaxante pour homme [florame] volume - 150 ml	http://www.lilibio.com/massage/218-huile-de-massage-relaxante-pour-homme.html	12.9	Un soin détente juste pour lui...	new				http://www.lilibio.com/img/p/218-319-large.jpg	Corps>Massage	in stock	2	:::5.9			y	Florame		0		n					
396-448	 huile de massage orientale [florame] volume - 150 ml	http://www.lilibio.com/massage/396-huile-de-massage-orientale.html	16.9	Toute la magie de l'Orient dans une huile de massage...	new				http://www.lilibio.com/img/p/396-516-large.jpg	Corps>Massage	in stock	2	:::5.9			y	Florame		0		n					
397-449	 huile de massage yogi [florame] volume - 150 ml	http://www.lilibio.com/massage/397-huile-de-massage-yogi.html	16.9	Détendez votre corps et votre esprit.	new				http://www.lilibio.com/img/p/397-517-large.jpg	Corps>Massage	in stock	1	:::5.9			y	Florame		0		n					
398-450	 huile de massage apaisante [florame] volume - 150 ml	http://www.lilibio.com/massage/398-huile-de-massage-apaisante.html	16.9	Lâchez-prise...enfin.	new				http://www.lilibio.com/img/p/398-518-large.jpg	Corps>Massage	in stock	4	:::5.9			y	Florame		0		n					
590-627	 huile végétale d'amande douce [melvita] volume - 50 ml	http://www.lilibio.com/massage/590-huile-vegetale-d-amande-douce.html	11.9	 Prunus dulcis -                         Adoucissante-idéale pour les massages.	new				http://www.lilibio.com/img/p/590-725-large.jpg	Corps>Massage	in stock	7	:::5.9			y	Melvita		0		n					
590-628	 huile végétale d'amande douce [melvita] volume - 200 ml	http://www.lilibio.com/massage/590-huile-vegetale-d-amande-douce.html	31.9	 Prunus dulcis -                         Adoucissante-idéale pour les massages.	new				http://www.lilibio.com/img/p/590-726-large.jpg	Corps>Massage	in stock	4	:::5.9			y	Melvita		0		n					
598-635	 huile végétale de macadamia [melvita] volume - 50 ml	http://www.lilibio.com/massage/598-huile-vegetale-de-macadamia.html	8.9	 Macadamia ternifolia -                         Satinante - Parfaite pour les massages.	new				http://www.lilibio.com/img/p/598-735-large.jpg	Corps>Massage	in stock	1	:::5.9			y	Melvita		0		n					
598-636	 huile végétale de macadamia [melvita] volume - 200 ml	http://www.lilibio.com/massage/598-huile-vegetale-de-macadamia.html	20.9	 Macadamia ternifolia -                         Satinante - Parfaite pour les massages.	new				http://www.lilibio.com/img/p/598-736-large.jpg	Corps>Massage	in stock	2	:::5.9			y	Melvita		0		n					
601-640	 huile végétale de noisette [melvita] volume - 50 ml	http://www.lilibio.com/massage/601-huile-vegetale-de-noisette.html	8.9	 Corylus avellana - Huile parfaite pour les peaux mixte à tendance sèche et pour le massage.	new				http://www.lilibio.com/img/p/601-739-large.jpg	Corps>Massage	in stock	6	:::5.9			y	Melvita		0		n					
602-641	 huile végétale de noyaux d'abricot [melvita] volume - 50 ml	http://www.lilibio.com/massage/602-huile-vegetale-de-noyaux-d-abricot.html	8.2	 Prunus armeniaca - Huile de peaux sèches et sensibles - Bonne base en massage.	new				http://www.lilibio.com/img/p/602-740-large.jpg	Corps>Massage	in stock	3	:::5.9			y	Melvita		0		n					
644-686	 artro gel [phytonature] volume - 100 ml	http://www.lilibio.com/massage/644-artro-gel.html	12.9	Une autre façon de soutenir son bien être Articulaire.	new				http://www.lilibio.com/img/p/644-786-large.jpg	Corps>Massage	in stock	3	:::5.9			y	Phytonature		0.1		n					
210	 infusion bio aide minceur [natessance]	http://www.lilibio.com/infusions-et-thes/210-infusion-bio-aide-minceur.html	3.8	Reine des près, frêne, réglisse.	new				http://www.lilibio.com/img/p/210-789-large.jpg	Phytothérapie>Infusions et Thés	in stock	10	:::5.9			y	Natessance		0		n					
646	 thé vert doux équitable [natessance]	http://www.lilibio.com/infusions-et-thes/646-the-vert-doux-equitable.html	3.9	Pour le maintient d'une silhouette harmonieuse.	new				http://www.lilibio.com/img/p/646-788-large.jpg	Phytothérapie>Infusions et Thés	in stock	6	:::5.9			y	Natessance		0		n					
647	 infusion jambes légères [natessance]	http://www.lilibio.com/infusions-et-thes/647-infusion-jambes-legeres.html	4.4	Elle facilite le bon fonctionnement de la circulation et favorise la microcirculation. 	new				http://www.lilibio.com/img/p/647-790-large.jpg	Phytothérapie>Infusions et Thés	in stock	6	:::5.9			y	Natessance		0		n					
648	 infusion digestion ventre plat [natessance]	http://www.lilibio.com/infusions-et-thes/648-infusion-digestion-ventre-plat.html	4.4	Pour une digestion légère et efficace.	new				http://www.lilibio.com/img/p/648-791-large.jpg	Phytothérapie>Infusions et Thés	in stock	14	:::5.9			y	Natessance		0		n					
649	 infusion thé minceur [natessance]	http://www.lilibio.com/infusions-et-thes/649-infusion-the-minceur.html	4.4	Facilite l'élimination et stimule la combustion des graisses.	new				http://www.lilibio.com/img/p/649-792-large.jpg	Phytothérapie>Infusions et Thés	in stock	5	:::5.9			y	Natessance		0		n					
650	 infusion tilleul oranger [natessance]	http://www.lilibio.com/infusions-et-thes/650-infusion-tilleul-oranger.html	4.4	Pour délasser, favoriser la détente et un  retrouver un sommeil serein.	new				http://www.lilibio.com/img/p/650-793-large.jpg	Phytothérapie>Infusions et Thés	in stock	5	:::5.9			y	Natessance		0		n					
651	 infision thym tonique [natessance]	http://www.lilibio.com/infusions-et-thes/651-infision-thym-tonique.html	3.9	Pour renforcer l'organisme.	new				http://www.lilibio.com/img/p/651-794-large.jpg	Phytothérapie>Infusions et Thés	in stock	4	:::5.9			y	Natessance		0		n					
652	 infusion élimination rétention d'eau [natessance]	http://www.lilibio.com/infusions-et-thes/652-infusion-elimination-retention-d-eau.html	4.4	Pour purifier et faciliter l’élimination de ses toxines. 	new				http://www.lilibio.com/img/p/652-795-large.jpg	Phytothérapie>Infusions et Thés	in stock	5	:::5.9			y	Natessance		0		n					
653	 infusion détente relaxation [natessance]	http://www.lilibio.com/infusions-et-thes/653-infusion-detente-relaxation.html	3.9	Pour calmer l’organisme, rééquilibrer les tensions et favoriser l’équilibre général. 	new				http://www.lilibio.com/img/p/653-796-large.jpg	Phytothérapie>Infusions et Thés	in stock	7	:::5.9			y	Natessance		0		n					
654	 infusion bien-être articulaire [natessance]	http://www.lilibio.com/infusions-et-thes/654-infusion-bien-etre-articulaire.html	3.9	Pour lutter contre l’inconfort articulaire.	new				http://www.lilibio.com/img/p/654-797-large.jpg	Phytothérapie>Infusions et Thés	in stock	4	:::5.9			y	Natessance		0		n					
655	 infusion draineur [natessance]	http://www.lilibio.com/infusions-et-thes/655-infusion-draineur.html	3.9	Pour favoriser les fonctions d'élimination.	new				http://www.lilibio.com/img/p/655-799-large.jpg	Phytothérapie>Infusions et Thés	in stock	5	:::5.9			y	Natessance		0		n					
656	 infusion maté vert du brésil [natessance]	http://www.lilibio.com/infusions-et-thes/656-infusion-mate-vert-du-bresil.html	3.9	Reconnue pour ses vertus toniques et stimulantes.	new				http://www.lilibio.com/img/p/656-800-large.jpg	Phytothérapie>Infusions et Thés	in stock	4	:::5.9			y	Natessance		0		n					
685	 infusion confort à la cranberry [biosystem]	http://www.lilibio.com/infusions-et-thes/685-infusion-confort-a-la-cranberry.html	4.4	Aide à éliminer eau et toxines en excès.	new				http://www.lilibio.com/img/p/685-831-large.jpg	Phytothérapie>Infusions et Thés	in stock	5	:::5.9			y	Biosystem		0		n					
686	 infusion sommeil détente [biosystem]	http://www.lilibio.com/infusions-et-thes/686-infusion-sommeil-detente.html	4.4	Idéal pour bien se relaxer.	new				http://www.lilibio.com/img/p/686-832-large.jpg	Phytothérapie>Infusions et Thés	in stock	12	:::5.9			y	Biosystem		0		n					
704-718	 huile sèche satinante [melvita] volume - 100 ml	http://www.lilibio.com/huile-seche/704-huile-seche-satinante.html	16.2	 Onagre, bourrache, noisette -                         Pour les peaux sèches, prolonge le bronzage.	new				http://www.lilibio.com/img/p/704-850-large.jpg	Corps>Huile 	in stock	1	:::5.9			y	Melvita		0		n					
273-331	 roll on après piqûres [florame] volume - 5 ml	http://www.lilibio.com/roll-on/273-roll-on-apres-piqures.html	5.9	Petit et pratique.	new				http://www.lilibio.com/img/p/273-376-large.jpg	Aromathérapie>Roll-on huile essentielle	in stock	5	:::5.9			y	Florame		0		n					
274-332	 roll on dynamisant [florame] volume - 5 ml	http://www.lilibio.com/roll-on/274-roll-on-dynamisant.html	5.9	Petit et pratique.	new				http://www.lilibio.com/img/p/274-377-large.jpg	Aromathérapie>Roll-on huile essentielle	in stock	5	:::5.9			y	Florame		0		n					
275-333	 roll on mal des transports [florame] volume - 5 ml	http://www.lilibio.com/roll-on/275-roll-on-mal-des-transports.html	5.9	Petit et pratique.	new				http://www.lilibio.com/img/p/275-378-large.jpg	Aromathérapie>Roll-on huile essentielle	in stock	8	:::5.9			y	Florame		0		n					
276-334	 roll on maux de tête [florame] volume - 5 ml	http://www.lilibio.com/roll-on/276-roll-on-maux-de-tete.html	5.9	Petit et pratique.	new				http://www.lilibio.com/img/p/276-379-large.jpg	Aromathérapie>Roll-on huile essentielle	in stock	4	:::5.9			y	Florame		0		n					
277-335	 roll on peaux jeunes [florame] volume - 5 ml	http://www.lilibio.com/roll-on/277-roll-on-peaux-jeunes.html	5.9	Petit et pratique.	new				http://www.lilibio.com/img/p/277-380-large.jpg	Aromathérapie>Roll-on huile essentielle	in stock	6	:::5.9			y	Florame		0		n					
